34.73563,2.02
34.73563,1.34
34.73563,1.45
34.73563,1.34
34.73962,1.34
34.73962,1.4
34.73962,1.34
34.74361,1
34.74361,2.07
34.74361,1.4
34.74361,1.4
34.7476,1.34
34.74859,1.4
34.74859,1.34
34.74859,1.34
34.75258,0.6999998
34.75258,0.7600002
34.75258,0.7600002
34.75657,0.8199997
34.75657,0.8199997
34.75657,0.8800001
34.75657,0.8800001
34.76056,0.8199997
34.76056,0.8199997
34.76056,0.7600002
34.76455,0.7600002
34.76455,0.7600002
34.76455,0.7600002
34.76455,0.8199997
34.76854,0.6400003
34.76854,0.5799999
34.76854,0.5799999
34.76854,0.4499998
34.77253,0.4499998
34.77253,0.5100002
34.77253,0.6999998
34.77652,0.5799999
34.77652,0.5100002
34.77652,0.5100002
34.77652,0.5100002
34.78051,0.5100002
34.78051,0.5100002
34.78051,0.5100002
34.7845,0.25
34.7845,0.3199997
34.7845,0.25
34.7845,0.25
34.78949,0.25
34.78949,0.25
34.78949,0.5100002
34.78949,0.3199997
34.79347,0.3199997
34.79347,0.25
34.79347,0.25
34.79746,0.25
34.79746,0.25
34.79746,-0.01000023
34.79746,-0.01000023
34.80145,-0.01000023
34.80145,0.05000019
34.80145,-0.01000023
34.80544,-0.01000023
34.80544,-0.3699999
34.80544,0.6999998
34.80544,-0.01000023
34.80943,-0.01000023
34.80943,-0.01000023
34.80943,-0.07999992
34.81342,-0.01000023
34.81342,0.05000019
34.81342,0.05000019
34.81342,0.25
34.81741,-0.07999992
34.81741,-0.01000023
34.81741,-0.01000023
34.81741,-0.07999992
34.8214,0.25
34.8214,-0.01000023
34.8214,-0.01000023
34.82539,-0.01000023
34.82539,-0.01000023
34.82639,-0.01000023
34.82639,-0.3699999
34.83038,0.05000019
34.83038,-0.07999992
34.83038,-0.01000023
34.83437,0.05000019
34.83437,0.05000019
34.83437,0.05000019
34.83437,-0.01000023
34.83835,0.1199999
34.83835,-0.01000023
34.83835,-0.01000023
34.84234,-0.01000023
34.84234,-0.01000023
34.84234,-0.01000023
34.84234,0.1899996
34.84633,-0.01000023
34.84633,-0.01000023
34.84633,-0.01000023
34.84633,-0.01000023
34.85032,-0.01000023
34.85032,-0.01000023
34.85032,-0.01000023
34.85431,0.05000019
34.85431,-0.01000023
34.85431,-0.01000023
34.85431,-0.01000023
34.8583,0.05000019
34.8583,-0.3699999
34.8583,0.6999998
34.86229,0.05000019
34.86229,-0.01000023
34.86229,-0.01000023
34.86329,0.05000019
34.86728,-0.01000023
34.86728,-0.01000023
34.86728,0.05000019
34.86728,-0.01000023
34.87127,-0.01000023
34.87127,0.05000019
34.87127,-0.01000023
34.87526,-0.01000023
34.87526,0.1899996
34.87526,0.05000019
34.87526,-0.01000023
34.87924,-0.01000023
34.87924,0.05000019
34.87924,0.05000019
34.88323,-0.01000023
34.88323,0.05000019
34.88323,0.05000019
34.88323,-0.01000023
34.88722,-0.01000023
34.88722,-0.01000023
34.88722,-0.01000023
34.89121,-0.3699999
34.89121,0.7600002
34.89121,-0.01000023
34.89121,0.05000019
34.8952,0.25
34.8952,0.25
34.8952,0.25
34.8952,0.25
34.89919,0.1899996
34.89919,0.3800001
34.89919,0.3199997
34.90417,0.3199997
34.90417,0.3199997
34.90417,0.3199997
34.90417,0.4499998
34.90816,0.3199997
34.90816,0.25
34.90816,0.1899996
34.91216,0.5799999
34.91216,0.5799999
34.91216,0.5799999
34.91216,0.5799999
34.91615,0.5799999
34.91615,0.5799999
34.91615,0.5100002
34.92014,0.5100002
34.92014,0.5100002
34.92014,0.4499998
34.92014,1.12
34.92412,0.5100002
34.92412,0.5799999
34.92412,0.5100002
34.92412,0.9399996
34.92811,0.8800001
34.92811,0.9399996
34.92811,0.9399996
34.9321,0.8800001
34.9321,0.8800001
34.9321,0.8800001
34.9321,0.9399996
34.93609,0.9399996
34.93609,0.4499998
34.93609,1
34.94008,0.9399996
34.94008,0.8800001
34.94008,0.9399996
34.94008,1.51
34.94506,1.61
34.94506,1.56
34.94506,1.56
34.94506,1.56
34.94905,1.67
34.94905,1.56
34.94905,1.56
34.95305,1.56
34.95305,1.23
34.95305,2.17
34.95305,1.56
34.95704,1.56
34.95704,1.61
34.95704,2.17
34.96103,2.22
34.96103,2.17
34.96103,2.22
34.96103,2.17
34.96502,2.17
34.96502,2.17
34.96502,2.17
34.96502,2.17
34.969,2.41
34.969,2.22
34.969,2.17
34.97299,2.17
34.97299,2.17
34.97299,3.02
34.97299,3.06
34.97698,3.06
34.97798,3.06
34.97798,3.06
34.98197,3.06
34.98197,3.06
34.98197,3.06
34.98197,3.1
34.98595,3.26
34.98595,3.06
34.98595,3.02
34.98595,3.02
34.98994,3.1
34.98994,3.68
34.98994,3.68
34.99393,3.68
34.99393,3.68
34.99393,3.68
34.99393,3.68
34.99793,3.64
34.99793,3.68
34.99793,3.68
34.99793,3.64
35.00191,3.68
35.00191,3.71
35.00191,3.49
35.00591,3.68
35.00591,3.68
35.00591,4.35
35.00591,4.38
35.00989,4.35
35.00989,4.35
35.00989,4.35
35.00989,4.35
35.01388,4.26
35.01388,4.57
35.01388,4.41
35.01388,4.35
35.01787,4.35
35.01887,4.32
35.01887,4.38
35.02286,4.35
35.02286,4.88
35.02286,4.8
35.02286,4.83
35.02685,4.8
35.02685,4.8
35.02685,4.8
35.02685,4.83
35.03083,4.8
35.03083,4.83
35.03083,4.8
35.03083,4.8
35.03482,4.8
35.03482,4.68
35.03482,4.83
35.03881,4.8
35.03881,5.02
35.03881,5.02
35.03881,5.05
35.0428,5.05
35.0428,5.07
35.0428,5.05
35.0428,5.02
35.04679,4.91
35.04679,5.31
35.04679,5.05
35.05079,5.02
35.05079,5.02
35.05079,5.07
35.05079,5.02
35.05478,5.13
35.05577,5.15
35.05577,5.15
35.05577,5.13
35.05976,5.15
35.06175,5.15
35.06175,5.15
35.06175,5.15
35.06375,5.13
35.06375,5.13
35.06375,5.13
35.06774,5.13
35.06774,5.02
35.06774,5.18
35.06774,5.15
35.07173,5.02
35.07173,5.02
35.07173,5.02
35.07173,5.05
35.07571,5.02
35.07571,5.07
35.07571,5.02
35.07571,4.91
35.0797,5.31
35.0797,5.07
35.0797,5.02
35.0837,5.02
35.0837,5.05
35.0837,5.05
35.0837,4.97
35.08768,4.91
35.08768,4.91
35.08768,4.91
35.08768,4.91
35.09167,4.94
35.09167,4.91
35.09167,4.94
35.09566,4.91
35.09666,4.91
35.09666,4.91
35.09666,4.91
35.10065,4.91
35.10065,4.94
35.10065,4.94
35.10065,4.71
35.10464,4.74
35.10464,4.68
35.10464,4.71
35.10464,4.71
35.10863,4.71
35.10863,4.74
35.10863,4.71
35.11262,4.54
35.11262,4.99
35.11262,4.71
35.11262,4.68
35.11661,4.68
35.11661,4.68
35.11661,4.35
35.11661,4.35
35.12059,4.35
35.12059,4.35
35.12059,4.35
35.12059,4.35
35.12458,4.35
35.12458,4.35
35.12458,4.32
35.12858,4.32
35.12858,4.32
