34.73363,0.7201892,1.97
34.75657,0,0.8800001
34.77951,0,0.5100002
34.80245,0,-0.01000023
34.82439,0,-0.01000023
34.84833,0.07356226,-0.01000023
34.87924,0,0.05000019
34.90318,0.1333755,0.3199997
34.92612,2.391962,0.9399996
34.94905,3.77492,1.56
34.97199,4.522322,2.17
34.99393,5.111448,3.68
35.01787,5.386868,4.35
35.04879,4.378232,5.05
35.07173,4.177403,5.05
35.09566,5.170237,4.94
35.1186,4.689226,4.35
35.14852,3.338068,4.16
35.17246,2.040477,3.26
35.20238,1.546251,2.17
35.22532,1.013837,1.77
35.24825,0.6076169,0.8800001
35.2702,0.1568127,0.5100002
35.29264,0,0.25
35.31558,0,-0.01000023
35.33852,0.02892494,0.1199999
35.36944,0,0.6400003
35.39288,0.1362616,0.5799999
35.41682,1.366859,0.8800001
35.44275,1.810067,1.77
35.46668,2.939535,2.36
35.49062,4.116526,3.49
35.52154,6.483092,4.57
35.54448,4.974967,4.91
35.57439,3.979572,5.02
35.59733,3.587744,4.8
35.62027,4.483312,4.68
35.64321,4.383572,4.44
35.67413,3.494663,3.82
35.69906,2.207613,2.45
35.724,0.6642437,1.56
35.75291,0.2017987,1.12
35.77685,0,0.25
35.80079,0,-0.01000023
35.8327,0,-0.3699999
35.85664,0,-0.01000023
35.88656,0,-0.01000023
35.91049,0,-0.01000023
35.93443,0.6017375,0.25
35.95837,1.283877,0.7600002
35.98928,3.29091,1.77
36.01322,5.011246,3.18
36.04314,6.132788,4.6
36.06707,4.966815,4.91
36.09101,4.354014,5.02
36.11594,3.515029,4.8
36.15484,3.868335,3.85
36.17778,1.971756,3.22
36.20171,0.7792729,1.82
36.22565,0,1.17
36.24958,0,0.6999998
36.27152,0,0.25
36.30244,0,0.05000019
36.32538,0,-0.01000023
36.3553,0,0.3199997
36.37724,0.2024102,0.25
36.40018,0.7842511,1.12
36.42511,1.146666,0.7600002
36.45603,1.930252,1.4
36.47897,2.859192,2.54
36.50291,4.312933,3.64
36.52584,7.256803,4.91
36.54878,4.911001,5.36
36.5787,4.850029,5.58
36.61013,3.88618,5.55
36.63406,4.729577,4.83
36.657,5.109775,4.44
36.67894,3.831235,4.09
36.70238,2.75538,3.45
36.72532,0.714696,2.5
36.74826,0.3910607,1.56
36.77918,0.5409104,0.8800001
36.80362,0.4709744,0.5100002
36.82656,0.5538493,0.25
36.8485,0.6637502,0.5100002
36.87144,0.4206508,0.7600002
36.89388,0.8999723,1.06
36.91682,1.781891,1.45
36.94674,2.829924,2.17
36.97068,4.245038,3.49
36.99362,5.493631,4.22
37.01755,4.935897,5.26
37.04747,4.599669,5.36
37.07141,3.543096,5.13
37.10133,4.120688,4.6
37.12427,4.188218,4.09
37.14721,2.913657,3.06
37.17114,0.7706416,2.36
37.19508,0,1.12
37.21901,0,0.3800001
37.24893,0.3236783,0.3199997
37.28284,0.2199358,-0.3699999
37.30777,0,-0.01000023
37.33072,0,-0.01000023
37.36163,0.4778302,0.5100002
37.38656,1.053464,0.5100002
37.4105,1.313065,0.8199997
37.44141,3.2784,1.56
37.46735,4.906471,3.02
37.49527,6.10615,4.47
37.51921,6.058826,5.02
37.54314,4.256118,5.23
37.56808,3.834797,5.02
37.59899,4.042403,4.47
37.62293,3.388325,4.22
37.65784,1.50031,2.36
37.68077,0,1.82
37.70471,0,0.8199997
37.72765,0,0.25
37.75956,0.5205309,-0.01000023
37.7825,0,-0.01000023
37.80843,0,-0.3699999
37.83237,0,-0.01000023
37.8563,0,-0.01000023
37.87924,0.363434,0.3199997
37.90318,0.8016264,0.7600002
37.92612,1.566566,1.12
37.94905,2.388309,1.56
37.97199,3.664901,3.06
37.99493,5.239824,3.96
38.01687,6.260528,4.57
38.03981,4.61289,5.23
38.07073,3.120557,5.13
38.09417,3.634396,4.8
38.1201,3.823124,4.13
38.14404,2.213439,3.53
38.16698,0.6606281,1.97
38.19091,0,1.51
38.22034,0,0.5799999
38.24527,0,-0.01000023
38.26722,0.353542,0.3199997
38.29115,0,-0.07999992
38.3136,0,-0.01000023
38.34352,0,0.05000019
38.37444,0.5288941,0.5799999
38.39788,1.022351,0.6999998
38.42082,1.652391,1.87
38.44276,2.666652,2.17
38.46669,3.592138,2.89
38.48963,5.477912,4.47
38.51257,6.765403,5.43
38.54249,3.946321,5.55
38.56643,3.390572,5.13
38.58936,4.06558,4.8
38.61131,3.641804,3.82
38.63424,1.816735,3.06
38.65619,0,1.56
38.68012,0,1.17
38.71004,0,0.3199997
38.73298,0.1465023,0.3199997
38.75692,0,0.05000019
38.77985,0,0.6400003
38.8028,0,0.1899996
38.82573,0,-0.01000023
38.84867,0.113892,0.25
38.8726,0.4930061,0.1899996
38.90253,1.403796,0.8800001
38.92546,2.636137,1.34
38.94741,3.914539,3.06
38.97134,5.646777,3.96
38.99428,6.83827,5.23
39.01722,4.894312,5.41
39.04913,3.606096,5.21
39.07207,4.189031,4.91
39.10299,3.5249,3.53
39.12693,1.403093,2.72
39.15086,0,1.97
39.1738,0,0.7600002
39.20871,0.5195868,0.25
39.23164,0,-0.01000023
39.26655,0,-0.01000023
39.29049,0,-0.07999992
39.31342,0.2187985,0.25
39.33736,0.6224817,1.23
39.36927,0.9458274,1
39.39421,1.723314,1.56
39.41814,3.610342,2.36
39.44108,5.868073,4.09
39.46502,6.791503,4.91
39.48895,5.14371,5.62
39.52087,3.567799,5.33
39.5448,4.591625,5.13
39.57273,4.405346,4.29
39.59567,2.341695,3.64
39.62111,0.2002484,2.17
39.64504,0,1.34
39.67596,0.2584952,0.4499998
39.69989,0.1778948,-0.01000023
39.72932,0,-0.01000023
39.75226,0,-0.01000023
39.7762,0,-0.01000023
39.79914,0,-0.01000023
39.83056,0.4515821,0.25
39.8535,0.8751619,0.8800001
39.87544,1.528172,1.34
39.89838,2.534784,1.97
39.9288,6.056364,3.64
39.95274,6.92766,5.13
39.98266,4.748186,5.46
40.0056,3.511569,5.28
40.02853,2.674897,4.6
40.05048,3.764459,4.09
40.07541,3.475233,3.49
40.09935,1.351351,2.17
40.12328,0,1.34
40.16018,0,0.25
40.18312,0.08171618,-0.01000023
40.20706,0.02415597,-0.01000023
40.23,0,-0.01000023
40.25194,0,-0.29
40.27488,0,-0.2200003
40.30579,0.1584381,-0.01000023
40.32873,0.7156777,0.25
40.35366,1.05031,0.8199997
40.3766,1.700011,1.12
40.39954,4.152615,2.54
40.42248,6.427882,3.34
40.44542,6.883331,5.05
40.47634,4.171296,5.53
40.49928,4.089749,5.46
40.52321,3.230911,5.31
40.54615,4.231002,4.22
40.56909,2.308331,3.64
40.59203,0,2.36
40.62194,0,0.8800001
40.65286,0,0.3199997
40.6748,0,0.05000019
40.69874,0.3909588,-0.01000023
40.72168,0,0.7600002
40.74462,0,0.05000019
40.76855,0,0.1199999
40.79747,0,0.25
40.82939,0.5161643,0.7600002
40.85332,1.272569,0.7600002
40.87726,2.683727,2.36
40.9012,4.354263,3.49
40.92513,5.756007,4.68
40.94907,6.346343,5.21
40.98198,3.72296,5.53
41.00492,4.070172,5.13
41.02785,4.532847,4.65
41.05179,3.725271,3.89
41.07573,1.649569,3.22
41.09966,0.1117945,1.82
41.13058,0,0.5100002
41.15452,0,-0.1499996
41.18244,0.5858803,-0.01000023
41.20538,0,-0.07999992
41.22932,0,-0.01000023
41.25325,0,-0.01000023
41.28317,0,0.25
41.30811,1.20877,0.7600002
41.33753,1.970758,1.17
41.36147,2.278191,1.77
41.3864,3.653769,3.06
41.41133,5.638437,3.96
41.44176,4.251554,5.21
41.4657,3.349033,5.41
41.49362,3.105794,5.13
41.51656,3.627532,4.35
41.5395,2.96059,3.82
41.56244,1.165828,2.36
41.59335,0.1245779,0.8800001
41.6153,0,0.5100002
41.63823,0,-0.01000023
41.66117,0,0.1199999
41.68311,0,-0.01000023
41.70605,0,0.05000019
41.72899,0,-0.07999992
41.75991,0.6278998,0.3199997
41.78284,1.383242,0.7600002
41.80678,1.858444,1.12
41.82972,2.228824,2.17
41.85366,3.751509,2.72
41.87659,5.444756,3.53
41.90053,5.186963,4.83
41.93045,4.567426,5.43
41.95339,3.866227,5.72
41.97633,4.273703,5.02
41.99927,3.32212,4.6
42.02221,1.779989,3.53
42.05212,0.3366441,2.76
42.08304,0,1.34
42.10498,0,0.5799999
42.12792,0,0.6400003
42.15086,0.3499264,0.05000019
42.1738,0,0.1899996
42.19674,0,-0.01000023
42.21968,0,-0.01000023
42.25159,0.3351152,0.25
