77.21449,0.3185391,3.187
77.24149,0,1.393
77.26808,0,0.89
77.30029,0,-0.112
77.32607,0,0.02600002
77.35314,0,-0.04300003
77.37933,0,0.6950001
77.41085,0.3261888,1.144
77.43805,0.9573287,1.636
77.46497,1.807761,3.136
77.49025,3.124596,4.388
77.51601,4.860876,5.643
77.5424,2.504228,5.788
77.57186,1.286682,5.552
77.59972,2.194235,5.76
77.63482,1.179196,4.304
77.66167,0.0388062,3.485
77.68757,0,1.269
77.71275,0,1.017
77.73833,0,0.365
77.76473,0,0.2299999
77.7904,0,0.1629999
77.81716,0,0.432
77.84274,0,0.1629999
77.86814,0,0.89
77.89442,0.4510456,1.874
77.92069,2.221888,3.485
77.94596,3.683579,4.43
77.97374,4.690658,5.457
77.9995,3.6749,5.552
78.02571,1.270729,5.293
78.05235,2.366663,4.827
78.07947,2.112771,4.633
78.11237,0.5810845,2.445
78.13767,0,4.553
78.16365,0,0.7610001
78.18926,0,1.017
78.21532,0,0.2979999
78.24204,0,0.432
78.26855,0,0.2299999
78.29512,0,0.6299999
78.3213,0.2102959,1.756
78.34689,1.173885,2.106
78.37592,2.416434,4.132
78.40227,3.235667,4.471
78.42893,4.252943,5.457
78.45573,1.518463,5.672
78.48132,1.53277,5.457
78.51102,2.163067,4.903
78.53731,1.840312,3.953
78.56488,0.6449801,2.333
78.59766,0,0.89
78.62414,0,0.6950001
78.65047,0,0.7610001
78.67657,0,0.02600002
78.70354,0,0.365
78.73062,0,0.1629999
78.75835,0.1128995,1.144
78.78688,0.4495007,2.333
78.81865,3.043132,3.908
78.84521,3.173713,5.013
78.87142,4.130435,5.702
78.89771,2.917283,5.788
78.92317,2.07508,6.053
78.95013,1.944231,5.36
78.97602,1.202332,4.471
79.00212,0,3.085
79.02856,0,1.144
79.05486,0,0.6299999
79.0879,0,-0.04300003
79.11442,0,-0.04300003
79.13997,0,0.2979999
79.16592,0,0.2979999
79.19124,0.5781502,1.017
79.21786,1.142809,3.581
79.2429,1.689534,2.555
79.26997,2.672955,4.304
79.29585,4.092724,5.672
79.32243,4.276149,5.788
79.34946,2.987906,6.126
79.37676,3.073742,5.788
79.40376,2.619681,5.457
79.42928,1.456981,4.633
79.45584,0.5070448,3.187
79.48154,0,2.277
79.50794,0,1.017
79.53351,0,0.7610001
79.56547,0,0.432
79.59183,0,-0.04300003
79.61762,0,0.432
79.64307,0,-0.182
79.67146,0,0.9540001
79.6975,0.8526957,2.106
79.72318,1.903789,2.717
79.74973,2.690792,4.512
79.77536,3.924248,5.457
79.80054,2.169145,5.613
79.82852,1.052719,5.327
79.85494,1.306413,4.471
79.8877,0.120104,2.771
79.91357,0,2.049
79.94014,0,0.6299999
79.96703,0,0.09400006
79.99323,0,0.02600002
80.02092,0,-0.251
80.04653,0,-0.04300003
80.07396,0,0.02600002
80.10071,0,0.432
80.12757,0,1.756
80.15427,1.516467,2.106
80.18056,2.953943,3.723
80.21025,4.323447,5.327
80.23668,4.384849,5.925
80.2638,0.9577739,5.898
80.29097,1.939425,5.489
80.32008,2.237804,4.94
80.34695,1.394861,3.387
80.37952,0,1.454
80.40567,0,0.89
80.43182,0,0.2979999
80.45786,0,0.02600002
80.48497,0,-0.678
80.51121,0,0.09400006
80.53739,0,0.365
80.56516,0,0.6299999
80.59174,0.3501678,1.874
80.61816,1.367986,3.387
80.64578,3.774173,5.156
80.67685,4.784165,5.844
80.70936,3.277085,5.951
80.73782,1.339592,5.457
80.76714,1.923562,4.633
80.79501,1.646125,3.187
80.82398,0,1.756
80.8544,0,0.89
80.88675,0,0.2299999
80.91268,0,0.09400006
80.93866,0,0.02600002
80.96741,0,0.2979999
80.99319,0,0.6299999
81.02001,0,1.269
81.0463,1.274205,1.636
81.07281,2.430897,3.187
81.10109,3.386064,4.94
81.12956,3.960571,6.053
81.15656,2.757692,5.788
81.18566,1.626518,6.582
81.21313,1.976391,4.789
81.23955,1.489484,3.337
81.26546,0,2.609
81.29285,0,0.89
81.31931,0,0.6950001
81.34733,0,-0.463
81.38015,0,0.02600002
81.40894,0,0.2979999
81.43716,0,0.498
81.46315,0,1.269
81.49123,0.3512675,1.932
81.51855,2.431181,3.337
81.54553,3.345342,5.121
81.57238,4.023941,5.816
81.59882,2.928409,5.672
81.63265,1.272665,5.191
81.66064,0.8138466,4.132
81.68919,0,2.555
81.72114,0,1.144
81.74651,0,0.6299999
81.77313,0,0.2979999
81.79931,0,2.929
81.82494,0,-0.04300003
81.85133,0,0.365
81.87669,0,0.498
81.90574,0,1.815
81.93208,0.5863202,2.877
81.9595,1.540613,3.723
81.98597,3.561684,5.013
82.01148,3.848584,5.552
82.03945,1.543,5.702
82.06928,1.745517,5.293
82.09817,1.735893,4.751
82.12401,0.5049956,3.77
82.15182,0,1.874
82.17966,0,0.6299999
82.21534,0,0.2979999
82.24284,0,0.1629999
82.27058,0,0.89
82.29678,0,0.432
82.32315,0,0.498
82.35054,0,0.89
82.37663,0.3823543,1.696
82.40386,1.682357,3.337
82.4294,2.450938,4.132
82.45583,3.823161,5.489
82.48138,2.380562,5.613
82.50886,1.484994,5.613
82.53466,1.679395,5.121
82.56213,1.702226,3.998
82.58864,0,3.387
82.61473,0,1.874
82.64281,0,1.207
82.66888,0,0.6299999
82.70006,0,0.365
82.72664,0,0.2979999
82.75449,0,0.498
82.78115,0,0.6950001
82.80745,0,1.207
82.83443,1.479582,2.555
